word,reading,consensus_level,level_votes,family_level_votes,reference_sources,reference_families,support_count,candidate_type,example_meaning,relation_type,same_reading_current_forms,same_word_current_readings,jmdict_current_forms,jmdict_current_readings,jmdict_current_levels,jmdict_all_forms,jmdict_resolved,evidence_confidence,jmdict_exact_form_reading,jmdict_writing_common,jmdict_reading_common,jmdict_waller_levels,level_conflict_with_jmdict_waller,jmdict_tags,jmdict_pos,jmdict_gloss,quality_decision,priority,quality_reason,defer_reason
通ずる,つうずる,N2,"{""N2"": 2}","{""community-independent"": ""N2"", ""waller-derived"": ""N2""}",waller|wordmaster,community-independent|waller-derived,2,lexical,"to lead, to run, to open",fully-absent,,,,,,,yes,HIGH,yes,no,no,N2,no,,vi:intransitive verb|vz:Ichidan verb - zuru verb (alternative form of -jiru verbs),"to be open (to traffic); to lead to; to communicate (with); to flow (liquid, current); to pass; to get through to",ADD_HIGH_CONFIDENCE,P2,Supported by >=2 independent reference families and exact JMdict form exists.,no-reliable-traditional-chinese-meaning
何々,なになに,N2,"{""N2"": 2}","{""community-independent"": ""N2"", ""waller-derived"": ""N2""}",openjlpt|waller|wordmaster,community-independent|waller-derived,2,lexical,such and such; What?,fully-absent,,,,,,,yes,HIGH,yes,no,no,N2,no,used to dismiss someone's words or concerns | used when about to read a letter or document | used when asking about or referring to multiple unspecified things | used when asking for confirmation upon hearing something surprising | used when listing things that are unknown or do not need to be specified,int:interjection (kandoushi)|pn:pronoun,what; so-and-so; such and such; something (or other); what?; wait,ADD_HIGH_CONFIDENCE,P2,Supported by >=2 independent reference families and exact JMdict form exists.,no-reliable-traditional-chinese-meaning
斜,はす,N2,"{""N2"": 2}","{""community-independent"": ""N2"", ""waller-derived"": ""N2""}",waller|wordmaster,community-independent|waller-derived,2,lexical,diagonal,same-reading-different-writing,蓮,,,,,,yes,HIGH,yes,no,no,N2,no,,adj-no:nouns which may take the genitive case particle 'no'|n:noun (common) (futsuumeishi),diagonal,ADD_HIGH_CONFIDENCE,P2,Supported by >=2 independent reference families and exact JMdict form exists.,no-reliable-traditional-chinese-meaning
話中,はなしちゅう,N2,"{""N2"": 2}","{""community-independent"": ""N2"", ""waller-derived"": ""N2""}",openjlpt|waller|wordmaster,community-independent|waller-derived,2,lexical,while talking; the line is busy,fully-absent,,,,,,,yes,HIGH,yes,no,no,N2,no,,adj-no:nouns which may take the genitive case particle 'no',busy (phone); in talks; discussion underway,ADD_HIGH_CONFIDENCE,P2,Supported by >=2 independent reference families and exact JMdict form exists.,no-reliable-traditional-chinese-meaning
無沙汰,ぶさた,N2,"{""N2"": 2}","{""community-independent"": ""N2"", ""waller-derived"": ""N2""}",openjlpt|waller|wordmaster,community-independent|waller-derived,2,lexical,neglecting to stay in contact,fully-absent,,,,,,,yes,HIGH,yes,no,no,N2,no,,n:noun (common) (futsuumeishi)|vi:intransitive verb|vs:noun or participle which takes the aux. verb suru,"not writing or contacting for a while; neglecting to write (call, visit, etc.); failing to write (call, visit, etc.); long silence",ADD_HIGH_CONFIDENCE,P2,Supported by >=2 independent reference families and exact JMdict form exists.,no-reliable-traditional-chinese-meaning
店屋,みせや,N2,"{""N2"": 2}","{""community-independent"": ""N2"", ""waller-derived"": ""N2""}",openjlpt|waller|wordmaster,community-independent|waller-derived,2,lexical,store; shop,fully-absent,,,,,,,yes,HIGH,yes,no,no,N2,no,,n:noun (common) (futsuumeishi),store; shop,ADD_HIGH_CONFIDENCE,P2,Supported by >=2 independent reference families and exact JMdict form exists.,no-reliable-traditional-chinese-meaning
洋品店,ようひんてん,N2,"{""N2"": 2}","{""community-independent"": ""N2"", ""waller-derived"": ""N2""}",openjlpt|waller|wordmaster,community-independent|waller-derived,2,lexical,shop which handles Western-style apparel and accessories,fully-absent,,,,,,,yes,HIGH,yes,no,no,N2,no,,n:noun (common) (futsuumeishi),shop that handles Western-style apparel and accessories,ADD_HIGH_CONFIDENCE,P2,Supported by >=2 independent reference families and exact JMdict form exists.,no-reliable-traditional-chinese-meaning
お宮,おみや,N1,"{""N1"": 2}","{""community-independent"": ""N1"", ""waller-derived"": ""N1""}",openjlpt|waller|wordmaster,community-independent|waller-derived,2,lexical,Shinto shrine,fully-absent,,,,,,,yes,HIGH,yes,no,no,N1,no,,n:noun (common) (futsuumeishi),Shinto shrine,ADD_HIGH_CONFIDENCE,P2,Supported by >=2 independent reference families and exact JMdict form exists.,no-reliable-traditional-chinese-meaning
眼球,がんきゅう,N1,"{""N1"": 2}","{""community-independent"": ""N1"", ""waller-derived"": ""N1""}",openjlpt|waller|wordmaster,community-independent|waller-derived,2,lexical,eyeball,fully-absent,,,,,,,yes,HIGH,yes,no,no,N1,no,,adj-no:nouns which may take the genitive case particle 'no'|n:noun (common) (futsuumeishi),eyeball,ADD_HIGH_CONFIDENCE,P2,Supported by >=2 independent reference families and exact JMdict form exists.,no-reliable-traditional-chinese-meaning
気風,きふう,N1,"{""N1"": 2}","{""community-independent"": ""N1"", ""waller-derived"": ""N1""}",openjlpt|waller|wordmaster,community-independent|waller-derived,2,lexical,character; traits; ethos,fully-absent,,,,,,,yes,HIGH,yes,no,no,N1,no,,n:noun (common) (futsuumeishi),character; traits; ethos,ADD_HIGH_CONFIDENCE,P2,Supported by >=2 independent reference families and exact JMdict form exists.,no-reliable-traditional-chinese-meaning
旧知,きゅうち,N1,"{""N1"": 2}","{""community-independent"": ""N1"", ""waller-derived"": ""N1""}",openjlpt|waller|wordmaster,community-independent|waller-derived,2,lexical,old friend; old friendship,same-reading-different-writing,窮地,,,,,,yes,HIGH,yes,no,no,N1,no,,n:noun (common) (futsuumeishi),old friend; old acquaintance,ADD_HIGH_CONFIDENCE,P2,Supported by >=2 independent reference families and exact JMdict form exists.,no-reliable-traditional-chinese-meaning
局限,きょくげん,N1,"{""N1"": 2}","{""community-independent"": ""N1"", ""waller-derived"": ""N1""}",openjlpt|waller|wordmaster,community-independent|waller-derived,2,lexical,limit; localize,same-reading-different-writing,極限,,,,,,yes,HIGH,yes,no,no,N1,no,,n:noun (common) (futsuumeishi)|vs:noun or participle which takes the aux. verb suru|vt:transitive verb,limit; localize; localise,ADD_HIGH_CONFIDENCE,P2,Supported by >=2 independent reference families and exact JMdict form exists.,no-reliable-traditional-chinese-meaning
産休,さんきゅう,N1,"{""N1"": 2}","{""community-independent"": ""N1"", ""waller-derived"": ""N1""}",openjlpt|waller|wordmaster,community-independent|waller-derived,2,lexical,maternity leave,fully-absent,,,,,,,yes,HIGH,yes,no,no,N1,no,abbr:abbreviation,n:noun (common) (futsuumeishi),maternity leave; paternity leave,ADD_HIGH_CONFIDENCE,P2,Supported by >=2 independent reference families and exact JMdict form exists.,no-reliable-traditional-chinese-meaning
産後,さんご,N1,"{""N1"": 2}","{""community-independent"": ""N1"", ""waller-derived"": ""N1""}",openjlpt|waller|wordmaster,community-independent|waller-derived,2,lexical,postpartum; after childbirth,same-reading-different-writing,珊瑚|珊瑚[さんご],,,,,,yes,HIGH,yes,no,no,N1,no,,adj-no:nouns which may take the genitive case particle 'no'|n:noun (common) (futsuumeishi),after childbirth; postpartum,ADD_HIGH_CONFIDENCE,P2,Supported by >=2 independent reference families and exact JMdict form exists.,no-reliable-traditional-chinese-meaning
進度,しんど,N1,"{""N1"": 2}","{""community-independent"": ""N1"", ""waller-derived"": ""N1""}",openjlpt|waller|wordmaster,community-independent|waller-derived,2,lexical,progress,same-reading-different-writing,深度|震度,,,,,,yes,HIGH,yes,no,no,N1,no,,n:noun (common) (futsuumeishi),progress,ADD_HIGH_CONFIDENCE,P2,Supported by >=2 independent reference families and exact JMdict form exists.,no-reliable-traditional-chinese-meaning
ずらっと,ずらっと,N1,"{""N1"": 2}","{""community-independent"": ""N1"", ""waller-derived"": ""N1""}",waller|wordmaster,community-independent|waller-derived,2,kana/loanword,"in a line, in a row",fully-absent,,,,,,,yes,HIGH,yes,no,no,N1,no,on-mim:onomatopoeic or mimetic word,adv:adverb (fukushi),in a line; in a row,ADD_HIGH_CONFIDENCE,P2,Supported by >=2 independent reference families and exact JMdict form exists.,no-reliable-traditional-chinese-meaning
世辞,せじ,N1,"{""N1"": 2}","{""community-independent"": ""N1"", ""waller-derived"": ""N1""}",openjlpt|waller|wordmaster,community-independent|waller-derived,2,lexical,flattery; compliment,fully-absent,,,,,,,yes,HIGH,yes,no,no,N1,no,usu. お〜,n:noun (common) (futsuumeishi),flattery; compliment,ADD_HIGH_CONFIDENCE,P2,Supported by >=2 independent reference families and exact JMdict form exists.,no-reliable-traditional-chinese-meaning
宣教,せんきょう,N1,"{""N1"": 2}","{""community-independent"": ""N1"", ""waller-derived"": ""N1""}",openjlpt|waller|wordmaster,community-independent|waller-derived,2,lexical,religious mission,fully-absent,,,,,,,yes,HIGH,yes,no,no,N1,no,,n:noun (common) (futsuumeishi)|vi:intransitive verb|vs:noun or participle which takes the aux. verb suru,religious mission; religious proclamation,ADD_HIGH_CONFIDENCE,P2,Supported by >=2 independent reference families and exact JMdict form exists.,no-reliable-traditional-chinese-meaning
特派,とくは,N1,"{""N1"": 2}","{""community-independent"": ""N1"", ""waller-derived"": ""N1""}",openjlpt|waller|wordmaster,community-independent|waller-derived,2,lexical,send specially; special envoy,fully-absent,,,,,,,yes,HIGH,yes,no,no,N1,no,,n:noun (common) (futsuumeishi)|vs:noun or participle which takes the aux. verb suru|vt:transitive verb,send specially; special envoy,ADD_HIGH_CONFIDENCE,P2,Supported by >=2 independent reference families and exact JMdict form exists.,no-reliable-traditional-chinese-meaning
取り替え,とりかえ,N1,"{""N1"": 2}","{""community-independent"": ""N1"", ""waller-derived"": ""N1""}",openjlpt|waller|wordmaster,community-independent|waller-derived,2,lexical,swap; exchange,fully-absent,,,,,,,yes,HIGH,yes,no,no,N1,no,,n:noun (common) (futsuumeishi),swap; exchange,ADD_HIGH_CONFIDENCE,P2,Supported by >=2 independent reference families and exact JMdict form exists.,no-reliable-traditional-chinese-meaning
腹立ち,はらだち,N1,"{""N1"": 2}","{""community-independent"": ""N1"", ""waller-derived"": ""N1""}",openjlpt|waller|wordmaster,community-independent|waller-derived,2,lexical,anger,fully-absent,,,,,,,yes,HIGH,yes,no,no,N1,no,,n:noun (common) (futsuumeishi),anger,ADD_HIGH_CONFIDENCE,P2,Supported by >=2 independent reference families and exact JMdict form exists.,no-reliable-traditional-chinese-meaning
真ん前,まんまえ,N1,"{""N1"": 2}","{""community-independent"": ""N1"", ""waller-derived"": ""N1""}",openjlpt|waller|wordmaster,community-independent|waller-derived,2,lexical,right in front; under the nose,fully-absent,,,,,,,yes,HIGH,yes,no,no,N1,no,,adj-no:nouns which may take the genitive case particle 'no'|adv:adverb (fukushi),right in front; just opposite; under the nose,ADD_HIGH_CONFIDENCE,P2,Supported by >=2 independent reference families and exact JMdict form exists.,no-reliable-traditional-chinese-meaning
