word,reading,consensus_level,level_votes,family_level_votes,reference_sources,reference_families,support_count,candidate_type,example_meaning,relation_type,same_reading_current_forms,same_word_current_readings,jmdict_current_forms,jmdict_current_readings,jmdict_current_levels,jmdict_all_forms,jmdict_resolved,evidence_confidence,jmdict_exact_form_reading,jmdict_writing_common,jmdict_reading_common,jmdict_waller_levels,level_conflict_with_jmdict_waller,jmdict_tags,jmdict_pos,jmdict_gloss,quality_decision,priority,quality_reason
たれ,たれ,N1,"{""N1"": 1}","{""waller-derived"": ""N1""}",waller,waller-derived,1,kana/loanword,adjectival suffix for a person,same-reading-different-writing|same-jmdict-entry,垂れ,,垂れ,たれ,N1,たれ|だれ|タレ|ダレ|垂|垂れ,yes,SINGLE_SOURCE,yes,yes,yes,N1,no,comedian jargon | derog:derogatory | oft. ダレ in compounds | sl:slang | uk:word usually written using kana alone | used after a noun or na-adjective; also ったれ,"n-suf:noun, used as a suffix|n:noun (common) (futsuumeishi)","sauce (esp. soy or mirin-based dipping sauce); hanging; something hanging (flap, lappet, etc.); (kendo) loin guard; kanji radical enclosing the top-left corner of a character; woman",ADD_AFTER_SOURCE_CHECK,P2,"Only one external family supports the JLPT listing, but exact JMdict form is common; suitable after source/level check."
第,だい,N1,"{""N1"": 1}","{""waller-derived"": ""N1""}",openjlpt|waller,waller-derived,1,lexical,ordinal,same-reading-different-writing,台|大|題,,,,,,yes,SINGLE_SOURCE,yes,yes,yes,N1,no,,pref:prefix,prefix for forming ordinal numbers,ADD_AFTER_SOURCE_CHECK,P2,"Only one external family supports the JLPT listing, but exact JMdict form is common; suitable after source/level check."
だらけ,だらけ,N1,"{""N1"": 1}","{""waller-derived"": ""N1""}",waller,waller-derived,1,kana/loanword,implying (negatively) that something is full of e.g. mistakes,fully-absent,,,,,,,yes,SINGLE_SOURCE,yes,yes,yes,N1,no,,"n-suf:noun, used as a suffix","full of (e.g. mistakes); riddled with; covered all over with (blood, mud, etc.)",ADD_AFTER_SOURCE_CHECK,P2,"Only one external family supports the JLPT listing, but exact JMdict form is common; suitable after source/level check."
近付く,ちかづく,N1,"{""N1"": 1}","{""waller-derived"": ""N1""}",openjlpt|waller,waller-derived,1,lexical,to approach; to get near; to get acquainted with,same-reading-different-writing|same-jmdict-entry,近づく,,近づく,ちかづく,N2,ちかずく|ちかづく|近づく|近付く,yes,SINGLE_SOURCE,yes,yes,yes,N1,no,,v5k:Godan verb with 'ku' ending|vi:intransitive verb,to approach; to draw near; to get close; to get acquainted with; to get closer to; to get to know,ADD_AFTER_SOURCE_CHECK,P2,"Only one external family supports the JLPT listing, but exact JMdict form is common; suitable after source/level check."
父母,ちちはは,N1,"{""N1"": 1}","{""waller-derived"": ""N1""}",openjlpt|waller,waller-derived,1,lexical,father and mother; parents,same-writing-different-reading|same-jmdict-entry,,ふぼ,父母,ふぼ,N3,かぞいろ|かぞいろは|ちちはは|ててはは|ふぼ|ぶも|父母,yes,SINGLE_SOURCE,yes,yes,no,N2,yes,,n:noun (common) (futsuumeishi),father and mother; parents,ADD_AFTER_SOURCE_CHECK,P2,"Only one external family supports the JLPT listing, but exact JMdict form is common; suitable after source/level check. JLPT level conflicts with JMdict/Waller enrichment; add the form but review level before publishing."
昼間,ちゅうかん,N1,"{""N1"": 1}","{""waller-derived"": ""N1""}",openjlpt|waller,waller-derived,1,lexical,daytime; during the day,same-reading-different-writing|same-writing-different-reading|same-jmdict-entry,中間,ひるま,昼間,ひるま,N3,ちゅうかん|ひるま|昼間,yes,SINGLE_SOURCE,yes,yes,no,N4,yes,,adv:adverb (fukushi)|n:noun (common) (futsuumeishi),daytime; during the day; time from sunrise until sunset; diurnal period,ADD_AFTER_SOURCE_CHECK,P2,"Only one external family supports the JLPT listing, but exact JMdict form is common; suitable after source/level check. JLPT level conflicts with JMdict/Waller enrichment; add the form but review level before publishing."
中指,ちゅうし,N1,"{""N1"": 1}","{""waller-derived"": ""N1""}",openjlpt|waller,waller-derived,1,lexical,middle finger,same-reading-different-writing|same-writing-different-reading|same-jmdict-entry,中止,なかゆび,中指,なかゆび,N3,ちゅうし|なかゆび|中指,yes,SINGLE_SOURCE,yes,yes,no,N2,yes,,n:noun (common) (futsuumeishi),middle finger; long finger; second finger; tall finger; middle toe; third toe,ADD_AFTER_SOURCE_CHECK,P2,"Only one external family supports the JLPT listing, but exact JMdict form is common; suitable after source/level check. JLPT level conflicts with JMdict/Waller enrichment; add the form but review level before publishing."
仲人,ちゅうにん,N1,"{""N1"": 1}","{""waller-derived"": ""N1""}",openjlpt|waller,waller-derived,1,lexical,go-between; matchmaker,same-writing-different-reading|same-jmdict-entry,,なこうど,仲人,なこうど,N1,ちゅうにん|なこうど|仲人|媒|媒人,yes,SINGLE_SOURCE,yes,yes,no,N1,no,esp. ちゅうにん | esp. なこうど,n:noun (common) (futsuumeishi),matchmaker; go-between; intermediary; middleman; mediator; intercessor,ADD_AFTER_SOURCE_CHECK,P2,"Only one external family supports the JLPT listing, but exact JMdict form is common; suitable after source/level check."
昼飯,ちゅうはん,N1,"{""N1"": 1}","{""waller-derived"": ""N1""}",openjlpt|waller,waller-derived,1,lexical,lunch; midday meal,same-writing-different-reading|same-jmdict-entry,,ひるめし,昼飯,ひるめし,N1,ちゅうはん|ひるはん|ひるめし|昼めし|昼メシ|昼飯,yes,SINGLE_SOURCE,yes,yes,no,N1,no,,n:noun (common) (futsuumeishi),lunch; midday meal,ADD_AFTER_SOURCE_CHECK,P2,"Only one external family supports the JLPT listing, but exact JMdict form is common; suitable after source/level check."
長大,ちょうだい,N1,"{""N1"": 1}","{""waller-derived"": ""N1""}",openjlpt|waller,waller-derived,1,lexical,very long; great length,same-reading-different-writing,頂戴,,,,,,yes,SINGLE_SOURCE,yes,yes,yes,N1,no,,adj-na:adjectival nouns or quasi-adjectives (keiyodoshi)|n:noun (common) (futsuumeishi),long and large; tall and large; grand; huge,ADD_AFTER_SOURCE_CHECK,P2,"Only one external family supports the JLPT listing, but exact JMdict form is common; suitable after source/level check."
丁目,ちょうめ,N1,"{""N1"": 1}","{""waller-derived"": ""N1""}",openjlpt|waller,waller-derived,1,lexical,district of a town; city block (of irregular size),fully-absent,,,,,,,yes,SINGLE_SOURCE,yes,yes,yes,N1,no,,n:noun (common) (futsuumeishi),district of a town; city block (of irregular size),ADD_AFTER_SOURCE_CHECK,P2,"Only one external family supports the JLPT listing, but exact JMdict form is common; suitable after source/level check."
遣い,つかい,N1,"{""N1"": 1}","{""waller-derived"": ""N1""}",openjlpt|waller,waller-derived,1,lexical,mission; simple task; doing,same-reading-different-writing|same-jmdict-entry,使い,,使い,つかい,N1,つかい|使い|遣い,yes,SINGLE_SOURCE,yes,no,yes,N1,no,oft. read づかい when used as a suffix,"n-pref:noun, used as a prefix|n-suf:noun, used as a suffix|n:noun (common) (futsuumeishi)",errand; mission; going on an errand; messenger; bearer; errand boy,ADD_AFTER_SOURCE_CHECK,P2,"Only one external family supports the JLPT listing, but exact JMdict form is common; suitable after source/level check."
月並,つきなみ,N1,"{""N1"": 1}","{""community-independent"": ""N1""}",wordmaster,community-independent,1,lexical,"conventional, trite, common",same-reading-different-writing|same-jmdict-entry,月並み,,月並み,つきなみ,N1,げつじ|つきなみ|月並|月並み|月次,yes,SINGLE_SOURCE,yes,yes,yes,N1,no,orig. used as an insult towards old-fashioned poets who would meet monthly to write poetry,adj-na:adjectival nouns or quasi-adjectives (keiyodoshi)|adj-no:nouns which may take the genitive case particle 'no'|n:noun (common) (futsuumeishi),every month; trite; commonplace; conventional; hackneyed,ADD_AFTER_SOURCE_CHECK,P2,"Only one external family supports the JLPT listing, but exact JMdict form is common; suitable after source/level check."
謹む,つつしむ,N1,"{""N1"": 1}","{""community-independent"": ""N1""}",wordmaster,community-independent,1,lexical,"to be careful, to be chaste or discreet",same-reading-different-writing|same-jmdict-entry,慎む,,慎む,つつしむ,N1,つつしむ|慎む|虔む|謹む,yes,SINGLE_SOURCE,yes,no,yes,N1,no,usu. 慎む,v5m:Godan verb with 'mu' ending|vt:transitive verb,to be careful; to be discreet; to do in moderation; to refrain (from overdoing); to abstain; to be reverent,ADD_AFTER_SOURCE_CHECK,P2,"Only one external family supports the JLPT listing, but exact JMdict form is common; suitable after source/level check."
吊り革,つりかわ,N1,"{""N1"": 2}","{""community-independent"": ""N1"", ""waller-derived"": ""N1""}",openjlpt|waller|wordmaster,community-independent|waller-derived,2,lexical,strap,same-reading-different-writing|same-jmdict-entry,つり革|吊革,,つり革|吊革,つりかわ,N1,つりかわ|つり革|吊り革|吊革|釣り革|釣革,yes,HIGH,yes,no,no,N1,no,,n:noun (common) (futsuumeishi),strap (to hang onto); hanging strap,ADD_DISTINCT_VARIANT,P2,Supported by >=2 families; exact form is a distinct reference-listed writing even though another form of the same JMdict entry already exists.
手引,てびき,N1,"{""N1"": 1}","{""community-independent"": ""N1""}",wordmaster,community-independent,1,lexical,"guidance, guide, introduction",same-reading-different-writing|same-jmdict-entry,手引き,,手引き,てびき,N1,てびき|手びき|手引|手引き,yes,SINGLE_SOURCE,yes,yes,yes,N1,no,,n:noun (common) (futsuumeishi)|vs:noun or participle which takes the aux. verb suru|vt:transitive verb,guidance; lead; acting as guide; giving assistance; introduction; good offices,ADD_AFTER_SOURCE_CHECK,P2,"Only one external family supports the JLPT listing, but exact JMdict form is common; suitable after source/level check."
点火,てんか,N1,"{""N1"": 1}","{""waller-derived"": ""N1""}",openjlpt|waller,waller-derived,1,lexical,ignition; lighting; set fire to,same-reading-different-writing,天下|添加|転化|転嫁,,,,,,yes,SINGLE_SOURCE,yes,yes,yes,N1,no,,n:noun (common) (futsuumeishi)|vi:intransitive verb|vs:noun or participle which takes the aux. verb suru|vt:transitive verb,ignition; lighting; firing; setting off,ADD_AFTER_SOURCE_CHECK,P2,"Only one external family supports the JLPT listing, but exact JMdict form is common; suitable after source/level check."
転転,てんてん,N1,"{""N1"": 1}","{""waller-derived"": ""N1""}",openjlpt|waller,waller-derived,1,lexical,rolling about; moving from place to place; being passed around repeatedly,same-reading-different-writing|same-jmdict-entry,点々|転々,,転々,てんてん,N2,てんてん|転々|転転,yes,SINGLE_SOURCE,yes,no,yes,N2,yes,,adv-to:adverb taking the 'to' particle|adv:adverb (fukushi)|n:noun (common) (futsuumeishi)|vs:noun or participle which takes the aux. verb suru,moving from place to place; being passed around repeatedly; rolling about,ADD_AFTER_SOURCE_CHECK,P2,"Only one external family supports the JLPT listing, but exact JMdict form is common; suitable after source/level check. JLPT level conflicts with JMdict/Waller enrichment; add the form but review level before publishing."
出合う,であう,N1,"{""N1"": 1}","{""waller-derived"": ""N1""}",openjlpt|waller,waller-derived,1,lexical,to meet by chance; to come across; to happen to encounter,same-reading-different-writing|same-jmdict-entry,出会う,,出会う,であう,N2,であう|出あう|出会う|出合う|出逢う|出遭う,yes,SINGLE_SOURCE,yes,yes,yes,N3,yes,esp. 出合う | often used imperatively as 出会え | 出遭う usu. has a negative connotation,v5u:Godan verb with 'u' ending|vi:intransitive verb,"to meet (by chance); to come across; to run across; to encounter; to happen upon; to meet (e.g. of rivers, highways, etc.)",ADD_AFTER_SOURCE_CHECK,P2,"Only one external family supports the JLPT listing, but exact JMdict form is common; suitable after source/level check. JLPT level conflicts with JMdict/Waller enrichment; add the form but review level before publishing."
問屋,といや,N1,"{""N1"": 1}","{""waller-derived"": ""N1""}",openjlpt|waller,waller-derived,1,lexical,wholesale store,same-writing-different-reading|same-jmdict-entry,,とんや,問屋,とんや,N1,といや|とんや|問屋,yes,SINGLE_SOURCE,yes,yes,no,N1,no,,n:noun (common) (futsuumeishi),wholesale store; wholesale dealer; wholesaler,ADD_AFTER_SOURCE_CHECK,P2,"Only one external family supports the JLPT listing, but exact JMdict form is common; suitable after source/level check."
統治,とうじ,N1,"{""N1"": 1}","{""waller-derived"": ""N1""}",openjlpt|waller,waller-derived,1,lexical,rule; reign; government,same-reading-different-writing,冬至|当時|湯治,,,,,,yes,SINGLE_SOURCE,yes,yes,no,N1,no,,n:noun (common) (futsuumeishi)|vs:noun or participle which takes the aux. verb suru|vt:transitive verb,rule; reign; government; governing,ADD_AFTER_SOURCE_CHECK,P2,"Only one external family supports the JLPT listing, but exact JMdict form is common; suitable after source/level check."
統治,とうち,N1,"{""N1"": 1}","{""community-independent"": ""N1""}",wordmaster,community-independent,1,lexical,"rule, reign, governing",fully-absent,,,,,,,yes,SINGLE_SOURCE,yes,yes,yes,N1,no,,n:noun (common) (futsuumeishi)|vs:noun or participle which takes the aux. verb suru|vt:transitive verb,rule; reign; government; governing,ADD_AFTER_SOURCE_CHECK,P2,"Only one external family supports the JLPT listing, but exact JMdict form is common; suitable after source/level check."
貴い,とうとい,N1,"{""N1"": 1}","{""community-independent"": ""N1""}",wordmaster,community-independent,1,lexical,"precious, valuable, noble",same-reading-different-writing|same-jmdict-entry,尊い,,尊い,とうとい,N2,たっとい|とうとい|尊い|貴い,yes,SINGLE_SOURCE,yes,yes,yes,N1,no,,adj-i:adjective (keiyoushi),precious; valuable; priceless; noble; exalted; sacred,ADD_AFTER_SOURCE_CHECK,P2,"Only one external family supports the JLPT listing, but exact JMdict form is common; suitable after source/level check."
とがめる,とがめる,N1,"{""N1"": 1}","{""community-independent"": ""N1""}",wordmaster,community-independent,1,kana/loanword,"to blame, to rebuke",same-reading-different-writing|same-jmdict-entry,咎める,,咎める,とがめる,N1,とがめる|咎める|尤める,yes,SINGLE_SOURCE,yes,yes,yes,N1,no,,v1:Ichidan verb|vi:intransitive verb|vt:transitive verb,to blame; to reproach; to censure; to rebuke; to reprove; to find fault,ADD_AFTER_SOURCE_CHECK,P2,"Only one external family supports the JLPT listing, but exact JMdict form is common; suitable after source/level check."
とぎれる,とぎれる,N1,"{""N1"": 1}","{""community-independent"": ""N1""}",wordmaster,community-independent,1,kana/loanword,"to pause, to be interrupted",same-reading-different-writing|same-jmdict-entry,途切れる,,途切れる,とぎれる,N1,とぎれる|跡切れる|途切れる,yes,SINGLE_SOURCE,yes,yes,yes,N1,no,,v1:Ichidan verb|vi:intransitive verb,to break off; to come to an end; to be interrupted; to be cut short; to pause,ADD_AFTER_SOURCE_CHECK,P2,"Only one external family supports the JLPT listing, but exact JMdict form is common; suitable after source/level check."
跡切れる,とぎれる,N1,"{""N1"": 1}","{""waller-derived"": ""N1""}",openjlpt|waller,waller-derived,1,lexical,to pause; to be interrupted,same-reading-different-writing|same-jmdict-entry,途切れる,,途切れる,とぎれる,N1,とぎれる|跡切れる|途切れる,yes,SINGLE_SOURCE,yes,no,yes,N1,no,,v1:Ichidan verb|vi:intransitive verb,to break off; to come to an end; to be interrupted; to be cut short; to pause,ADD_AFTER_SOURCE_CHECK,P2,"Only one external family supports the JLPT listing, but exact JMdict form is common; suitable after source/level check."
特派,とくは,N1,"{""N1"": 2}","{""community-independent"": ""N1"", ""waller-derived"": ""N1""}",openjlpt|waller|wordmaster,community-independent|waller-derived,2,lexical,send specially; special envoy,fully-absent,,,,,,,yes,HIGH,yes,no,no,N1,no,,n:noun (common) (futsuumeishi)|vs:noun or participle which takes the aux. verb suru|vt:transitive verb,send specially; special envoy,ADD_HIGH_CONFIDENCE,P2,Supported by >=2 independent reference families and exact JMdict form exists.
とっさに,とっさに,N1,"{""N1"": 1}","{""community-independent"": ""N1""}",wordmaster,community-independent,1,kana/loanword,at once,fully-absent,,,,,,,yes,SINGLE_SOURCE,yes,yes,yes,,no,uk:word usually written using kana alone,adv:adverb (fukushi),at once; immediately; instantly; in an instant; quickly; suddenly,ADD_AFTER_SOURCE_CHECK,P2,"Only one external family supports the JLPT listing, but exact JMdict form is common; suitable after source/level check."
とって,とって,N1,"{""N1"": 1}","{""community-independent"": ""N1""}",wordmaster,community-independent,1,kana/loanword,"handle, grip, knob",same-reading-different-writing|same-jmdict-entry,取っ手,,取っ手,とって,N3,とって|はしゅ|取っ手|取手|把っ手|把手,yes,SINGLE_SOURCE,yes,yes,yes,N1,no,,n:noun (common) (futsuumeishi),handle; grip; knob,ADD_AFTER_SOURCE_CHECK,P2,"Only one external family supports the JLPT listing, but exact JMdict form is common; suitable after source/level check."
届,とどけ,N1,"{""N1"": 1}","{""community-independent"": ""N1""}",wordmaster,community-independent,1,lexical,"report, notification, registration",same-reading-different-writing|same-jmdict-entry,届け,,届け,とどけ,N3,とどけ|届|届け,yes,SINGLE_SOURCE,yes,yes,yes,N1,no,,"n-suf:noun, used as a suffix|n:noun (common) (futsuumeishi)",report; notification; registration,ADD_AFTER_SOURCE_CHECK,P2,"Only one external family supports the JLPT listing, but exact JMdict form is common; suitable after source/level check."
トランジスター,トランジスター,N1,"{""N1"": 2}","{""community-independent"": ""N1"", ""waller-derived"": ""N1""}",waller|wordmaster,community-independent|waller-derived,2,kana/loanword,transistor,same-jmdict-entry,,,トランジスタ,トランジスタ,N1,トランジスタ|トランジスター,yes,HIGH,yes,no,no,N1,no,,n:noun (common) (futsuumeishi),transistor,ADD_DISTINCT_VARIANT,P2,Supported by >=2 families; exact form is a distinct reference-listed writing even though another form of the same JMdict entry already exists.
取扱,とりあつかい,N1,"{""N1"": 1}","{""community-independent"": ""N1""}",wordmaster,community-independent,1,lexical,"treatment, handling, management",same-reading-different-writing|same-jmdict-entry,取り扱い,,取り扱い,とりあつかい,N2,とりあつかい|取り扱|取り扱い|取扱|取扱い,yes,SINGLE_SOURCE,yes,yes,yes,N1,no,,n:noun (common) (futsuumeishi),treatment; service; handling; management,ADD_AFTER_SOURCE_CHECK,P2,"Only one external family supports the JLPT listing, but exact JMdict form is common; suitable after source/level check."
取り替え,とりかえ,N1,"{""N1"": 2}","{""community-independent"": ""N1"", ""waller-derived"": ""N1""}",openjlpt|waller|wordmaster,community-independent|waller-derived,2,lexical,swap; exchange,fully-absent,,,,,,,yes,HIGH,yes,no,no,N1,no,,n:noun (common) (futsuumeishi),swap; exchange,ADD_HIGH_CONFIDENCE,P2,Supported by >=2 independent reference families and exact JMdict form exists.
取締り,とりしまり,N1,"{""N1"": 1}","{""community-independent"": ""N1""}",wordmaster,community-independent,1,lexical,管制,same-reading-different-writing|same-jmdict-entry,取り締まり,,取り締まり,とりしまり,N1,とりしまり|取り締まり|取り締り|取締|取締まり|取締り,yes,SINGLE_SOURCE,yes,yes,yes,N1,no,,n:noun (common) (futsuumeishi),control; management; supervision,ADD_AFTER_SOURCE_CHECK,P2,"Only one external family supports the JLPT listing, but exact JMdict form is common; suitable after source/level check."
何方,どなた,N1,"{""N1"": 1}","{""waller-derived"": ""N1""}",waller,waller-derived,1,lexical,who?,same-reading-different-writing|same-jmdict-entry,どなた,,どなた,どなた,N5,どなた|何方,yes,SINGLE_SOURCE,yes,yes,yes,N5,yes,hon:honorific or respectful (sonkeigo) language | uk:word usually written using kana alone,pn:pronoun,who,ADD_AFTER_SOURCE_CHECK,P2,"Only one external family supports the JLPT listing, but exact JMdict form is common; suitable after source/level check. JLPT level conflicts with JMdict/Waller enrichment; add the form but review level before publishing."
中程,なかほど,N1,"{""N1"": 2}","{""community-independent"": ""N1"", ""waller-derived"": ""N1""}",openjlpt|waller|wordmaster,community-independent|waller-derived,2,lexical,middle; midway,same-reading-different-writing|same-jmdict-entry,なかほど|中ほど,,なかほど|中ほど,なかほど,N1,なかほど|中ほど|中程,yes,HIGH,yes,no,no,N1,no,,n:noun (common) (futsuumeishi),(about) middle; midway,ADD_DISTINCT_VARIANT,P2,Supported by >=2 families; exact form is a distinct reference-listed writing even though another form of the same JMdict entry already exists.
情深い,なさけぶかい,N1,"{""N1"": 1}","{""community-independent"": ""N1""}",wordmaster,community-independent,1,lexical,"tender-hearted, compassionate",same-reading-different-writing|same-jmdict-entry,情け深い,,情け深い,なさけぶかい,N1,なさけぶかい|情け深い|情深い,yes,SINGLE_SOURCE,yes,no,yes,N1,no,,adj-i:adjective (keiyoushi),tender-hearted; compassionate; charitable; good-hearted,ADD_AFTER_SOURCE_CHECK,P2,"Only one external family supports the JLPT listing, but exact JMdict form is common; suitable after source/level check."
なにより,なにより,N1,"{""N1"": 1}","{""community-independent"": ""N1""}",wordmaster,community-independent,1,kana/loanword,"most, best",same-reading-different-writing|same-jmdict-entry,何より,,何より,なにより,N2,なにより|何より,yes,SINGLE_SOURCE,yes,yes,yes,N1,no,,"adj-no:nouns which may take the genitive case particle 'no'|adv:adverb (fukushi)|exp:expressions (phrases, clauses, etc.)|n:noun (common) (futsuumeishi)",above anything else; above all; more than anything; best; greatest; excellent,ADD_AFTER_SOURCE_CHECK,P2,"Only one external family supports the JLPT listing, but exact JMdict form is common; suitable after source/level check."
鈍る,なまる,N1,"{""N1"": 1}","{""waller-derived"": ""N1""}",openjlpt|waller,waller-derived,1,lexical,to become less capable; to grow dull; to become blunt,same-writing-different-reading|same-jmdict-entry,,にぶる,鈍る,にぶる,N1,なまる|にぶる|鈍る,yes,SINGLE_SOURCE,yes,yes,no,N1,no,,v5r:Godan verb with 'ru' ending|vi:intransitive verb,to become blunt; to grow dull; to become less capable; to weaken; to falter,ADD_AFTER_SOURCE_CHECK,P2,"Only one external family supports the JLPT listing, but exact JMdict form is common; suitable after source/level check."
二人,ににん,N1,"{""N1"": 1}","{""waller-derived"": ""N1""}",openjlpt|waller,waller-derived,1,lexical,two persons; two people; pair,same-writing-different-reading|same-jmdict-entry,,ふたり,二人,ふたり,N5,ににん|ふたり|二人|２人,yes,SINGLE_SOURCE,yes,yes,no,N5,yes,,n:noun (common) (futsuumeishi),two persons; two people; pair; couple,ADD_AFTER_SOURCE_CHECK,P2,"Only one external family supports the JLPT listing, but exact JMdict form is common; suitable after source/level check. JLPT level conflicts with JMdict/Waller enrichment; add the form but review level before publishing."
にも拘らず,にもかかわらず,N1,"{""N1"": 1}","{""waller-derived"": ""N1""}",openjlpt|waller,waller-derived,1,lexical,in spite of; nevertheless,same-reading-different-writing|same-jmdict-entry,にもかかわらず|にも関わらず,,にもかかわらず|にも関わらず,にもかかわらず,N1|N2,にもかかわらず|にも拘らず|にも拘わらず|にも関らず|にも関わらず,yes,SINGLE_SOURCE,yes,yes,yes,N1,no,uk:word usually written using kana alone,"conj:conjunction|exp:expressions (phrases, clauses, etc.)",in spite of; despite; although; nonetheless; nevertheless; but,ADD_AFTER_SOURCE_CHECK,P2,"Only one external family supports the JLPT listing, but exact JMdict form is common; suitable after source/level check."
俄か,にわか,N1,"{""N1"": 1}","{""waller-derived"": ""N1""}",openjlpt|waller,waller-derived,1,lexical,sudden; abrupt; unexpected,same-reading-different-writing|same-jmdict-entry,にわか|俄,,にわか|俄,にわか,N1|N2,にわか|仁輪加|俄|俄か,yes,SINGLE_SOURCE,yes,no,yes,N2,yes,abbr:abbreviation | sl:slang | sometimes written as 仁輪加 | uk:word usually written using kana alone,adj-na:adjectival nouns or quasi-adjectives (keiyodoshi)|adj-no:nouns which may take the genitive case particle 'no'|n:noun (common) (futsuumeishi),sudden; abrupt; unexpected; immediate; hasty; improvised,ADD_AFTER_SOURCE_CHECK,P2,"Only one external family supports the JLPT listing, but exact JMdict form is common; suitable after source/level check. JLPT level conflicts with JMdict/Waller enrichment; add the form but review level before publishing."
軒並,のきなみ,N1,"{""N1"": 1}","{""community-independent"": ""N1""}",wordmaster,community-independent,1,lexical,row of houses; uniformly,same-reading-different-writing|same-jmdict-entry,軒並み,,軒並み,のきなみ,N1,のきなみ|軒並|軒並み,yes,SINGLE_SOURCE,yes,yes,yes,N1,no,,adv:adverb (fukushi)|n:noun (common) (futsuumeishi),row of houses; every house; each house; every door; all; totally,ADD_AFTER_SOURCE_CHECK,P2,"Only one external family supports the JLPT listing, but exact JMdict form is common; suitable after source/level check."
墓地,はかち,N1,"{""N1"": 1}","{""waller-derived"": ""N1""}",openjlpt|waller,waller-derived,1,lexical,cemetery; graveyard,same-writing-different-reading|same-jmdict-entry,,ぼち,墓地,ぼち,N1,はかち|ぼち|墓地,yes,SINGLE_SOURCE,yes,yes,no,N1,no,,n:noun (common) (futsuumeishi),cemetery; graveyard,ADD_AFTER_SOURCE_CHECK,P2,"Only one external family supports the JLPT listing, but exact JMdict form is common; suitable after source/level check."
始めまして,はじめまして,N1,"{""N1"": 1}","{""waller-derived"": ""N1""}",openjlpt|waller,waller-derived,1,lexical,How do you do?; I am glad to meet you,same-reading-different-writing|same-jmdict-entry,初めまして,,初めまして,はじめまして,N5,はじめまして|初めまして|始めまして,yes,SINGLE_SOURCE,yes,yes,yes,N2,yes,pol:polite (teineigo) language | uk:word usually written using kana alone,"exp:expressions (phrases, clauses, etc.)",nice to meet you; I'm glad to make your acquaintance; how do you do?,ADD_AFTER_SOURCE_CHECK,P2,"Only one external family supports the JLPT listing, but exact JMdict form is common; suitable after source/level check. JLPT level conflicts with JMdict/Waller enrichment; add the form but review level before publishing."
発足,はっそく,N1,"{""N1"": 1}","{""waller-derived"": ""N1""}",openjlpt|waller,waller-derived,1,lexical,starting; inauguration,same-writing-different-reading|same-jmdict-entry,,ほっそく,発足,ほっそく,N1,はっそく|ほっそく|発足,yes,SINGLE_SOURCE,yes,yes,no,N1,no,,n:noun (common) (futsuumeishi)|vi:intransitive verb|vs:noun or participle which takes the aux. verb suru,starting; inauguration; launch; founding; establishment; start-up,ADD_AFTER_SOURCE_CHECK,P2,"Only one external family supports the JLPT listing, but exact JMdict form is common; suitable after source/level check."
腹立ち,はらだち,N1,"{""N1"": 2}","{""community-independent"": ""N1"", ""waller-derived"": ""N1""}",openjlpt|waller|wordmaster,community-independent|waller-derived,2,lexical,anger,fully-absent,,,,,,,yes,HIGH,yes,no,no,N1,no,,n:noun (common) (futsuumeishi),anger,ADD_HIGH_CONFIDENCE,P2,Supported by >=2 independent reference families and exact JMdict form exists.
判,ばん,N1,"{""N1"": 1}","{""waller-derived"": ""N1""}",waller,waller-derived,1,lexical,size (of paper or books),same-reading-different-writing|same-writing-different-reading|same-jmdict-entry,バン|万|晩|番,はん,判,はん,N2,はん|ばん|判,yes,SINGLE_SOURCE,yes,yes,no,N1,no,,"n-suf:noun, used as a suffix|n:noun (common) (futsuumeishi)",seal; stamp; monogram signature; judgment; judgement; size (of paper or books),ADD_AFTER_SOURCE_CHECK,P2,"Only one external family supports the JLPT listing, but exact JMdict form is common; suitable after source/level check."
万人,ばんじん,N1,"{""N1"": 1}","{""waller-derived"": ""N1""}",openjlpt|waller,waller-derived,1,lexical,all people; everybody; 10000 people,same-writing-different-reading|same-jmdict-entry,,ばんにん,万人,ばんにん,N3,ばんじん|ばんにん|まんにん|万人,yes,SINGLE_SOURCE,yes,yes,yes,N1,no,,n:noun (common) (futsuumeishi),all people; everybody,ADD_AFTER_SOURCE_CHECK,P2,"Only one external family supports the JLPT listing, but exact JMdict form is common; suitable after source/level check."
番目,ばんめ,N1,"{""N1"": 1}","{""waller-derived"": ""N1""}",openjlpt|waller,waller-derived,1,lexical,cardinal number suffix,fully-absent,,,,,,,yes,SINGLE_SOURCE,yes,yes,yes,N1,no,indicates position in a sequence,ctr:counter|n:noun (common) (futsuumeishi),the nth ...; divisions of a kabuki performance,ADD_AFTER_SOURCE_CHECK,P2,"Only one external family supports the JLPT listing, but exact JMdict form is common; suitable after source/level check."
引き下げる,ひきさげる,N1,"{""N1"": 1}","{""waller-derived"": ""N1""}",openjlpt|waller,waller-derived,1,lexical,to pull down; to lower; to reduce,fully-absent,,,,,,,yes,SINGLE_SOURCE,yes,yes,yes,N1,no,,v1:Ichidan verb|vt:transitive verb,"to lower (a price, tax, standard, etc.); to bring down; to reduce; to cut; to demote; to withdraw (a proposal, request, etc.)",ADD_AFTER_SOURCE_CHECK,P2,"Only one external family supports the JLPT listing, but exact JMdict form is common; suitable after source/level check."
